archivo,mejor_radio,area,filled_volume,num_atm,mean_distance
outputs.dump/key_area_82.dump,9,296.64683630327454,385.34270895845793,36,4.787226543341815
outputs.dump/key_area_83.dump,9,296.6468363032743,385.3427089584579,36,4.787226543341813
outputs.dump/key_area_84.dump,9,296.6468363032739,385.3427089584563,36,4.787226543341811
outputs.dump/key_area_85.dump,9,296.64683630327403,385.3427089584575,36,4.787226543341814
outputs.dump/key_area_86.dump,9,296.646836303274,385.34270895845754,36,4.787226543341814
outputs.dump/key_area_87.dump,9,296.6468363032741,385.3427089584575,36,4.787226543341813
outputs.dump/key_area_88.dump,9,296.64683630327426,385.34270895845765,36,4.787226543341814
outputs.dump/key_area_89.dump,9,296.6468363032742,385.3427089584574,36,4.787226543341814
outputs.dump/key_area_90.dump,9,296.64683630327414,385.34270895845765,36,4.787226543341815
outputs.dump/key_area_91.dump,10,296.6468363032739,385.3427089584564,36,4.78722654334181
outputs.dump/key_area_92.dump,9,296.646836303274,385.34270895845754,36,4.787226543341811
outputs.dump/key_area_93.dump,10,296.64683630327386,385.34270895845737,36,4.787226543341811
outputs.dump/key_area_94.dump,9,296.6468363032743,385.3427089584579,36,4.787226543341815
outputs.dump/key_area_95.dump,9,296.64683630327454,385.34270895845793,36,4.787226543341815
outputs.dump/key_area_96.dump,9,296.6468363032741,385.3427089584576,36,4.787226543341814
outputs.dump/key_area_97.dump,10,296.64683630327426,385.3427089584577,36,4.787226543341814
outputs.dump/key_area_98.dump,9,296.64683630327414,385.34270895845714,36,4.787226543341813
outputs.dump/key_area_99.dump,9,296.6468363032742,385.3427089584576,36,4.787226543341813
outputs.dump/key_area_100.dump,9,296.646836303274,385.3427089584579,36,4.787226543341813
outputs.dump/key_area_101.dump,9,296.6468363032742,385.3427089584577,36,4.787226543341814
outputs.dump/key_area_102.dump,9,296.6468363032741,385.34270895845754,36,4.787226543341815
outputs.dump/key_area_103.dump,9,296.6468363032741,385.34270895845737,36,4.787226543341813
outputs.dump/key_area_104.dump,9,296.6468363032744,385.34270895845805,36,4.787226543341815
outputs.dump/key_area_105.dump,9,296.64683630327426,385.3427089584579,36,4.787226543341815
outputs.dump/key_area_106.dump,9,296.6468363032739,385.3427089584573,36,4.787226543341813
outputs.dump/key_area_107.dump,9,296.64683630327437,385.34270895845793,36,4.787226543341816
outputs.dump/key_area_108.dump,9,296.64683630327335,385.3427089584564,36,4.787226543341807
outputs.dump/key_area_109.dump,10,296.64683630327437,385.34270895845776,36,4.787226543341814
outputs.dump/key_area_110.dump,9,296.646836303274,385.3427089584579,36,4.787226543341813
outputs.dump/key_area_111.dump,9,296.64683630327363,385.3427089584563,36,4.787226543341809
outputs.dump/key_area_112.dump,9,296.6468363032739,385.3427089584568,36,4.787226543341811
outputs.dump/key_area_113.dump,9,296.6468363032738,385.34270895845737,36,4.787226543341811
outputs.dump/key_area_114.dump,9,296.64683630327363,385.3427089584562,36,4.787226543341809
outputs.dump/key_area_115.dump,9,296.64683630327426,385.34270895845765,36,4.787226543341815
outputs.dump/key_area_116.dump,10,296.6468363032741,385.3427089584573,36,4.787226543341812
outputs.dump/key_area_117.dump,9,296.6468363032737,385.342708958456,36,4.7872265433418075
outputs.dump/key_area_118.dump,9,296.64683630327437,385.34270895845793,36,4.787226543341815
outputs.dump/key_area_119.dump,9,296.6468363032741,385.34270895845714,36,4.787226543341812
outputs.dump/key_area_120.dump,10,296.646836303274,385.3427089584576,36,4.787226543341811
outputs.dump/key_area_121.dump,9,296.64683630327426,385.3427089584576,36,4.787226543341813
outputs.dump/key_area_122.dump,9,296.6468363032742,385.34270895845765,36,4.787226543341815
outputs.dump/key_area_123.dump,9,296.6468363032736,385.34270895845634,36,4.787226543341808
outputs.dump/key_area_124.dump,10,296.6468363032746,385.34270895845776,36,4.787226543341816
outputs.dump/key_area_125.dump,10,296.64683630327426,385.34270895845737,36,4.787226543341813
outputs.dump/key_area_126.dump,9,296.64683630327454,385.3427089584583,36,4.787226543341816
outputs.dump/key_area_127.dump,10,296.6468363032742,385.34270895845725,36,4.787226543341813
outputs.dump/key_area_128.dump,9,296.6468363032747,385.3427089584579,36,4.787226543341815
outputs.dump/key_area_129.dump,9,296.64683630327403,385.34270895845805,36,4.787226543341813
outputs.dump/key_area_130.dump,9,296.64683630327426,385.3427089584574,36,4.787226543341813
outputs.dump/key_area_131.dump,9,296.64683630327454,385.3427089584578,36,4.787226543341815
outputs.dump/key_area_132.dump,9,296.6468363032743,385.3427089584578,36,4.787226543341815
outputs.dump/key_area_133.dump,9,296.64683630327426,385.34270895845765,36,4.787226543341815
outputs.dump/key_area_134.dump,9,296.6468363032742,385.3427089584574,36,4.787226543341813
outputs.dump/key_area_135.dump,10,296.64683630327403,385.3427089584577,36,4.787226543341812
outputs.dump/key_area_136.dump,9,296.64683630327465,385.34270895845833,36,4.787226543341817
outputs.dump/key_area_137.dump,9,296.64683630327454,385.3427089584585,36,4.787226543341816
outputs.dump/key_area_138.dump,9,296.64683630327437,385.34270895845805,36,4.787226543341816
outputs.dump/key_area_139.dump,9,296.6468363032744,385.3427089584576,36,4.787226543341813
outputs.dump/key_area_140.dump,9,296.6468363032741,385.3427089584574,36,4.787226543341813
outputs.dump/key_area_141.dump,9,296.64683630327403,385.34270895845714,36,4.787226543341813
outputs.dump/key_area_142.dump,9,296.6468363032735,385.34270895845594,36,4.7872265433418075
outputs.dump/key_area_143.dump,9,296.64683630327346,385.3427089584564,36,4.787226543341806
outputs.dump/key_area_144.dump,9,296.64683630327437,385.3427089584576,36,4.787226543341814
outputs.dump/key_area_145.dump,9,296.64683630327414,385.3427089584571,36,4.787226543341812
outputs.dump/key_area_146.dump,9,296.64683630327403,385.3427089584574,36,4.787226543341812
outputs.dump/key_area_147.dump,10,296.6468363032735,385.3427089584562,36,4.787226543341807
outputs.dump/key_area_148.dump,9,296.64683630327426,385.34270895845737,36,4.787226543341813
outputs.dump/key_area_149.dump,9,296.6468363032743,385.34270895845765,36,4.787226543341814
outputs.dump/key_area_150.dump,9,296.6468363032741,385.3427089584566,36,4.787226543341811
outputs.dump/key_area_151.dump,9,296.6468363032742,385.34270895845754,36,4.787226543341814
outputs.dump/key_area_152.dump,9,296.6468363032739,385.3427089584568,36,4.78722654334181
outputs.dump/key_area_153.dump,9,296.6468363032742,385.3427089584576,36,4.787226543341814
outputs.dump/key_area_154.dump,9,296.6468363032744,385.34270895845793,36,4.787226543341816
outputs.dump/key_area_155.dump,9,296.6468363032741,385.3427089584572,36,4.787226543341812
outputs.dump/key_area_156.dump,10,296.6468363032743,385.3427089584574,36,4.787226543341813
outputs.dump/key_area_157.dump,9,296.6468363032742,385.342708958458,36,4.787226543341815
outputs.dump/key_area_158.dump,9,296.64683630327426,385.3427089584576,36,4.787226543341814
outputs.dump/key_area_159.dump,9,296.646836303274,385.3427089584578,36,4.787226543341813
outputs.dump/key_area_160.dump,10,296.64683630327403,385.3427089584579,36,4.787226543341813
outputs.dump/key_area_161.dump,9,296.6468363032742,385.34270895845765,36,4.787226543341814
outputs.dump/key_area_162.dump,9,296.6468363032742,385.34270895845714,36,4.787226543341812
outputs.dump/key_area_163.dump,10,296.64683630327414,385.342708958457,36,4.787226543341812
outputs.dump/key_area_164.dump,9,296.6468363032741,385.34270895845793,36,4.787226543341813
outputs.dump/key_area_165.dump,9,296.64683630327414,385.34270895845714,36,4.787226543341813
outputs.dump/key_area_166.dump,10,296.64683630327426,385.3427089584576,36,4.787226543341814
outputs.dump/key_area_167.dump,9,296.6468363032743,385.3427089584577,36,4.787226543341813
outputs.dump/key_area_168.dump,9,296.6468363032739,385.3427089584565,36,4.787226543341812
outputs.dump/key_area_169.dump,9,296.64683630327437,385.342708958458,36,4.787226543341816
outputs.dump/key_area_170.dump,9,296.64683630327454,385.3427089584579,36,4.787226543341814
outputs.dump/key_area_171.dump,9,296.6468363032744,385.34270895845725,36,4.787226543341813
outputs.dump/key_area_172.dump,10,296.64683630327386,385.34270895845737,36,4.787226543341811
outputs.dump/key_area_173.dump,9,296.6468363032742,385.34270895845805,36,4.787226543341813
outputs.dump/key_area_174.dump,9,296.64683630327426,385.3427089584575,36,4.787226543341814
outputs.dump/key_area_175.dump,9,296.64683630327426,385.3427089584576,36,4.787226543341814
outputs.dump/key_area_176.dump,9,296.64683630327363,385.34270895845634,36,4.78722654334181
outputs.dump/key_area_177.dump,9,296.6468363032742,385.34270895845737,36,4.787226543341813
outputs.dump/key_area_178.dump,9,296.646836303274,385.3427089584572,36,4.787226543341813
outputs.dump/key_area_179.dump,9,296.64683630327414,385.3427089584574,36,4.787226543341813
outputs.dump/key_area_180.dump,9,296.64683630327346,385.3427089584561,36,4.787226543341808
outputs.dump/key_area_181.dump,10,296.6468363032735,385.34270895845583,36,4.787226543341807
outputs.dump/key_area_182.dump,9,296.6468363032741,385.3427089584581,36,4.787226543341811
outputs.dump/key_area_183.dump,9,296.6468363032745,385.34270895845805,36,4.7872265433418155
outputs.dump/key_area_184.dump,9,296.6468363032742,385.3427089584576,36,4.787226543341814
outputs.dump/key_area_185.dump,9,296.64683630327426,385.3427089584574,36,4.787226543341813
outputs.dump/key_area_186.dump,9,296.64683630327335,385.34270895845646,36,4.7872265433418075
outputs.dump/key_area_187.dump,9,296.64683630327437,385.34270895845816,36,4.7872265433418155
outputs.dump/key_area_188.dump,9,296.6468363032742,385.34270895845725,36,4.787226543341813
outputs.dump/key_area_189.dump,9,296.64683630327414,385.34270895845754,36,4.787226543341814
outputs.dump/key_area_190.dump,9,296.6468363032744,385.34270895845816,36,4.7872265433418155
outputs.dump/key_area_191.dump,9,296.6468363032741,385.3427089584574,36,4.787226543341814
outputs.dump/key_area_192.dump,9,296.6468363032741,385.3427089584577,36,4.787226543341814
outputs.dump/key_area_193.dump,9,296.64683630327403,385.3427089584572,36,4.787226543341813
outputs.dump/key_area_194.dump,9,296.6468363032735,385.3427089584565,36,4.787226543341807
outputs.dump/key_area_195.dump,9,296.6468363032747,385.3427089584583,36,4.7872265433418155
outputs.dump/key_area_196.dump,9,296.64683630327414,385.34270895845725,36,4.787226543341813
outputs.dump/key_area_197.dump,9,296.64683630327437,385.34270895845754,36,4.787226543341813
outputs.dump/key_area_198.dump,9,296.6468363032741,385.3427089584577,36,4.787226543341814
outputs.dump/key_area_199.dump,9,296.64683630327386,385.34270895845737,36,4.787226543341811
outputs.dump/key_area_200.dump,9,296.6468363032742,385.3427089584573,36,4.787226543341814
outputs.dump/key_area_201.dump,9,296.6468363032737,385.3427089584562,36,4.787226543341809
outputs.dump/key_area_202.dump,9,296.64683630327335,385.34270895845606,36,4.787226543341805
outputs.dump/key_area_203.dump,9,296.64683630327426,385.342708958458,36,4.787226543341814
outputs.dump/key_area_204.dump,10,296.64683630327403,385.34270895845697,36,4.787226543341811
outputs.dump/key_area_205.dump,9,296.64683630327363,385.3427089584559,36,4.787226543341806
outputs.dump/key_area_206.dump,9,296.6468363032743,385.34270895845793,36,4.7872265433418155
outputs.dump/key_area_207.dump,10,296.646836303274,385.3427089584577,36,4.787226543341813
outputs.dump/key_area_208.dump,9,296.6468363032738,385.3427089584566,36,4.787226543341812
outputs.dump/key_area_209.dump,9,296.64683630327454,385.3427089584582,36,4.787226543341816
outputs.dump/key_area_210.dump,9,296.64683630327363,385.3427089584563,36,4.787226543341809
outputs.dump/key_area_211.dump,9,296.6468363032741,385.3427089584586,36,4.787226543341813
outputs.dump/key_area_212.dump,10,296.6468363032742,385.3427089584575,36,4.787226543341814
outputs.dump/key_area_213.dump,9,296.6468363032742,385.34270895845737,36,4.787226543341813
outputs.dump/key_area_214.dump,9,296.64683630327363,385.3427089584561,36,4.7872265433418075
outputs.dump/key_area_215.dump,9,296.6468363032737,385.34270895845646,36,4.78722654334181
outputs.dump/key_area_216.dump,9,296.6468363032741,385.3427089584572,36,4.787226543341813
outputs.dump/key_area_217.dump,10,191.39716662374988,202.81082325674734,24,4.0918715017194645
outputs.dump/key_area_218.dump,4,191.3971666237499,202.81082325674728,24,4.0918715017194645
outputs.dump/key_area_219.dump,6,191.39716662374946,202.81082325674691,24,4.09187150171946
outputs.dump/key_area_220.dump,6,191.39602702068424,202.8082632227683,24,4.091859080206935
outputs.dump/key_area_221.dump,5,191.39602702068444,202.80826322276863,24,4.091859080206937
outputs.dump/key_area_222.dump,6,191.39602702068424,202.80826322276823,24,4.091859080206935
outputs.dump/key_area_223.dump,4,191.39602702068422,202.8082632227681,24,4.091859080206933
outputs.dump/key_area_224.dump,6,191.39602702068433,202.80826322276843,24,4.091859080206935
outputs.dump/key_area_225.dump,4,191.39716662374934,202.8108232567468,24,4.091871501719459
outputs.dump/key_area_226.dump,9,191.39602702068404,202.80826322276795,24,4.091859080206933
outputs.dump/key_area_227.dump,6,191.3960270206842,202.80826322276812,24,4.091859080206933
outputs.dump/key_area_228.dump,4,191.39716662374943,202.8108232567469,24,4.091871501719461
outputs.dump/key_area_229.dump,10,191.39602702068427,202.80826322276786,24,4.091859080206935
outputs.dump/key_area_230.dump,4,191.39716662374934,202.8108232567468,24,4.09187150171946
outputs.dump/key_area_231.dump,4,191.39716662374934,202.81082325674666,24,4.09187150171946
outputs.dump/key_area_232.dump,4,191.39716662374946,202.81082325674694,24,4.091871501719461
outputs.dump/key_area_233.dump,7,191.39602702068444,202.80826322276877,24,4.091859080206937
outputs.dump/key_area_234.dump,6,191.3971666237492,202.81082325674652,24,4.0918715017194565
outputs.dump/key_area_235.dump,8,191.39602702068427,202.8082632227683,24,4.091859080206935
outputs.dump/key_area_236.dump,4,191.3971666237492,202.81082325674654,24,4.091871501719456
outputs.dump/key_area_237.dump,4,191.39716662374943,202.81082325674683,24,4.09187150171946
outputs.dump/key_area_238.dump,6,191.39602702068404,202.80826322276803,24,4.091859080206932
outputs.dump/key_area_239.dump,4,191.3971666237495,202.81082325674674,24,4.091871501719461
outputs.dump/key_area_240.dump,5,191.3960270206844,202.80826322276818,24,4.091859080206937
outputs.dump/key_area_241.dump,9,191.3960270206844,202.8082632227685,24,4.091859080206936
outputs.dump/key_area_242.dump,4,191.39716662374943,202.81082325674708,24,4.09187150171946
outputs.dump/key_area_243.dump,10,191.3971666237495,202.8108232567469,24,4.091871501719459
outputs.dump/key_area_244.dump,5,191.3971666237492,202.81082325674646,24,4.091871501719456
outputs.dump/key_area_245.dump,6,191.3960270206843,202.80826322276815,24,4.091859080206935
outputs.dump/key_area_246.dump,4,191.3960270206842,202.80826322276832,24,4.091859080206934
outputs.dump/key_area_247.dump,5,191.39602702068456,202.80826322276843,24,4.091859080206938
outputs.dump/key_area_248.dump,4,191.396027020684,202.80826322276795,24,4.091859080206931
outputs.dump/key_area_249.dump,8,191.39716662374943,202.81082325674691,24,4.09187150171946
outputs.dump/key_area_250.dump,4,191.39602702068441,202.80826322276866,24,4.091859080206937
outputs.dump/key_area_251.dump,7,191.39602702068427,202.8082632227684,24,4.091859080206935
outputs.dump/key_area_252.dump,10,191.39716662374957,202.81082325674683,24,4.091871501719462
outputs.dump/key_area_253.dump,9,191.39716662374926,202.81082325674643,24,4.091871501719457
outputs.dump/key_area_254.dump,4,191.39602702068444,202.80826322276857,24,4.091859080206937
outputs.dump/key_area_255.dump,5,191.39602702068427,202.8082632227682,24,4.091859080206934
outputs.dump/key_area_256.dump,4,191.39602702068424,202.8082632227683,24,4.091859080206935
outputs.dump/key_area_257.dump,4,191.39602702068422,202.80826322276783,24,4.091859080206934
outputs.dump/key_area_258.dump,5,191.39716662374926,202.81082325674643,24,4.091871501719457
outputs.dump/key_area_259.dump,4,191.39716662374929,202.81082325674657,24,4.091871501719458
outputs.dump/key_area_260.dump,10,191.39716662374957,202.810823256747,24,4.091871501719462
outputs.dump/key_area_261.dump,9,191.3960270206843,202.80826322276843,24,4.091859080206935
outputs.dump/key_area_262.dump,4,191.3960270206843,202.80826322276835,24,4.091859080206935
outputs.dump/key_area_263.dump,5,191.3971666237496,202.81082325674694,24,4.091871501719463
outputs.dump/key_area_264.dump,4,191.39716662374934,202.81082325674672,24,4.091871501719459
outputs.dump/key_area_265.dump,10,191.39602702068447,202.8082632227687,24,4.091859080206937
outputs.dump/key_area_266.dump,9,191.3971666237494,202.8108232567469,24,4.09187150171946
outputs.dump/key_area_267.dump,7,191.3960270206844,202.80826322276795,24,4.091859080206937
outputs.dump/key_area_268.dump,9,191.39716662374906,202.81082325674632,24,4.091871501719456
outputs.dump/key_area_269.dump,4,191.39602702068427,202.8082632227679,24,4.091859080206935
outputs.dump/key_area_270.dump,6,191.39602702068422,202.80826322276818,24,4.091859080206934
outputs.dump/key_area_271.dump,8,191.39716662374954,202.8108232567469,24,4.091871501719461
outputs.dump/key_area_272.dump,4,191.39602702068458,202.80826322276886,24,4.091859080206938
outputs.dump/key_area_273.dump,5,191.3971666237497,202.81082325674717,24,4.091871501719463
outputs.dump/key_area_274.dump,4,191.39602702068404,202.80826322276798,24,4.091859080206931
outputs.dump/key_area_275.dump,4,191.3971666237494,202.8108232567468,24,4.09187150171946
outputs.dump/key_area_276.dump,7,191.39716662374911,202.81082325674632,24,4.091871501719456
outputs.dump/key_area_277.dump,4,191.39716662374954,202.81082325674706,24,4.091871501719461
outputs.dump/key_area_278.dump,4,191.3960270206842,202.80826322276806,24,4.091859080206934
outputs.dump/key_area_279.dump,4,191.39602702068413,202.80826322276812,24,4.091859080206933
outputs.dump/key_area_280.dump,7,191.39602702068447,202.8082632227683,24,4.091859080206937
outputs.dump/key_area_281.dump,4,191.39602702068407,202.80826322276803,24,4.091859080206932
outputs.dump/key_area_282.dump,4,191.39716662374937,202.81082325674663,24,4.091871501719459
outputs.dump/key_area_283.dump,9,191.397166623749,202.81082325674626,24,4.091871501719456
outputs.dump/key_area_284.dump,4,191.39716662374937,202.81082325674666,24,4.091871501719459
outputs.dump/key_area_285.dump,4,191.39602702068413,202.80826322276812,24,4.091859080206933
outputs.dump/key_area_286.dump,10,191.3971666237497,202.81082325674723,24,4.091871501719463
outputs.dump/key_area_287.dump,7,191.39602702068427,202.80826322276832,24,4.091859080206935
outputs.dump/key_area_288.dump,4,191.39716662374934,202.81082325674677,24,4.09187150171946
outputs.dump/key_area_289.dump,4,191.396027020684,202.80826322276803,24,4.091859080206933
outputs.dump/key_area_290.dump,4,191.39716662374892,202.8108232567461,24,4.091871501719455
outputs.dump/key_area_291.dump,4,191.39602702068413,202.8082632227681,24,4.091859080206933
outputs.dump/key_area_292.dump,6,191.39602702068424,202.8082632227682,24,4.091859080206934
outputs.dump/key_area_293.dump,4,191.39716662374926,202.81082325674657,24,4.091871501719459
outputs.dump/key_area_294.dump,7,191.39716662374946,202.81082325674677,24,4.091871501719461
outputs.dump/key_area_295.dump,4,191.3971666237496,202.8108232567469,24,4.091871501719463
outputs.dump/key_area_296.dump,4,191.39602702068427,202.80826322276823,24,4.091859080206935
outputs.dump/key_area_297.dump,4,191.39716662374946,202.81082325674686,24,4.091871501719461
outputs.dump/key_area_298.dump,4,191.39716662374948,202.81082325674677,24,4.091871501719461
outputs.dump/key_area_299.dump,4,191.39602702068424,202.80826322276823,24,4.091859080206934
outputs.dump/key_area_300.dump,4,191.39602702068422,202.80826322276818,24,4.091859080206934
outputs.dump/key_area_301.dump,4,191.39602702068427,202.8082632227683,24,4.091859080206935
outputs.dump/key_area_302.dump,10,191.39716662374943,202.8108232567469,24,4.09187150171946
outputs.dump/key_area_303.dump,10,191.39716662374965,202.81082325674717,24,4.091871501719463
outputs.dump/key_area_304.dump,4,191.39716662374948,202.81082325674677,24,4.091871501719461
outputs.dump/key_area_305.dump,6,191.39602702068424,202.8082632227683,24,4.091859080206935
outputs.dump/key_area_306.dump,4,191.39602702068427,202.80826322276786,24,4.091859080206935
outputs.dump/key_area_307.dump,4,191.39602702068416,202.80826322276815,24,4.091859080206934
outputs.dump/key_area_308.dump,8,191.3960270206843,202.80826322276843,24,4.091859080206935
outputs.dump/key_area_309.dump,8,191.39716662374968,202.81082325674697,24,4.091871501719463
outputs.dump/key_area_310.dump,8,191.3971666237495,202.81082325674697,24,4.091871501719461
outputs.dump/key_area_311.dump,7,191.39602702068441,202.8082632227681,24,4.091859080206937
outputs.dump/key_area_312.dump,4,191.39716662374954,202.81082325674691,24,4.091871501719461
outputs.dump/key_area_313.dump,4,191.39602702068427,202.80826322276826,24,4.091859080206934
outputs.dump/key_area_314.dump,4,191.39602702068422,202.8082632227683,24,4.091859080206934
outputs.dump/key_area_315.dump,4,191.39602702068413,202.80826322276803,24,4.091859080206933
outputs.dump/key_area_316.dump,4,191.3960270206841,202.80826322276812,24,4.091859080206933
